iter	Logloss
0	0.5897024121
1	0.5141517608
2	0.4429793115
3	0.3903853929
4	0.3526780917
5	0.3212073954
6	0.2986718851
7	0.2783443236
8	0.2620797347
9	0.2461877374
10	0.2354030898
11	0.224908527
12	0.2156768757
13	0.1984051438
14	0.1879529153
15	0.1792263781
16	0.1711292923
17	0.1636467767
18	0.1583645596
19	0.1535286989
20	0.1480897906
21	0.1429585453
22	0.1388352091
23	0.1322096519
24	0.1289796265
25	0.1264137363
26	0.122966016
27	0.1192073691
28	0.1172444214
29	0.1142249967
30	0.1121957036
31	0.1079709186
32	0.104292501
33	0.1018572759
34	0.0991691369
35	0.0967374799
36	0.09395566833
37	0.0917996665
38	0.08957003629
39	0.08666431789
40	0.08502561944
41	0.08301342698
42	0.08080155846
43	0.07948628548
44	0.07760039779
45	0.0759187722
46	0.07450969019
47	0.07292545219
48	0.07152567343
49	0.06944208788
50	0.0678239846
51	0.06664098768
52	0.06523440333
53	0.06315795395
54	0.0612986642
55	0.06038691483
56	0.0590611265
57	0.05722081055
58	0.05629743867
59	0.05548147125
60	0.0544516709
61	0.05291484639
62	0.05135172302
63	0.0501519194
64	0.04956519063
65	0.04873404313
66	0.04802169695
67	0.04738113214
68	0.04661665527
69	0.04600700158
70	0.0452203239
71	0.04456072759
72	0.04387310873
73	0.04335276985
74	0.04217111359
75	0.04142019017
76	0.04061319805
77	0.03931753376
78	0.03827980493
79	0.03772318183
80	0.03713509141
81	0.03607520375
82	0.03542857846
83	0.03475529226
84	0.03377822603
85	0.03322274944
86	0.03274696172
87	0.03232525139
88	0.03189459988
89	0.03137285739
90	0.03099884915
91	0.03060504331
92	0.03035839978
93	0.02992203147
94	0.02955308675
95	0.02902156615
96	0.02839624964
97	0.02809176124
98	0.02744684652
99	0.02666024755
100	0.02644441282
101	0.02602042522
102	0.02568087781
103	0.02530977126
104	0.02495939368
105	0.02442942623
106	0.02410220182
107	0.02380020845
108	0.02346330561
109	0.02319097978
110	0.02277772004
111	0.02240911639
112	0.02221511515
113	0.02194688212
114	0.02168062202
115	0.02128155589
116	0.02093894675
117	0.02068524839
118	0.02044754343
119	0.02024117723
120	0.01989646135
121	0.01954274919
122	0.01920785733
123	0.01887104633
124	0.01862111544
125	0.01844033054
126	0.01820164698
127	0.01794595863
128	0.01778623326
129	0.01747189198
130	0.01732795275
131	0.01703019647
132	0.01685505228
133	0.01671587224
134	0.01650838052
135	0.01630521378
136	0.01615110159
137	0.01605212803
138	0.01586120165
139	0.01565654078
140	0.01538789977
141	0.01519980293
142	0.01501247348
143	0.01481194739
144	0.01462628654
145	0.01445252367
146	0.01432771696
147	0.01407088997
148	0.01390096148
149	0.01375309211
150	0.0135593598
151	0.01336846489
152	0.01321714944
153	0.013029353
154	0.01282835728
155	0.01269125906
156	0.01256407931
157	0.01251063813
158	0.01233004605
159	0.01216311763
160	0.0119260056
161	0.01180377131
162	0.01161047976
163	0.01153311802
164	0.01142245769
165	0.01132065591
166	0.01118428573
167	0.01108188839
168	0.01095905855
169	0.01085959963
170	0.01077146806
171	0.01069696799
172	0.01053724591
173	0.01045324714
174	0.01037041324
175	0.01030073205
176	0.01022320109
177	0.01013074584
178	0.01004725736
179	0.009894556652
180	0.009772858233
181	0.009650337975
182	0.009460388876
183	0.009328037377
184	0.009249994155
185	0.009167627259
186	0.009025408444
187	0.008950735221
188	0.008866224853
189	0.008827318352
190	0.008735067087
191	0.008660694264
192	0.008566159166
193	0.008490982869
194	0.008404094219
195	0.008346919672
196	0.008221679409
197	0.00818502985
198	0.008090846312
199	0.007990947944
200	0.007895916987
201	0.00782734295
202	0.007727141557
203	0.00764632717
204	0.007566713073
205	0.007519940399
206	0.007444560774
207	0.00737259247
208	0.007296558259
209	0.007224275781
210	0.007146733007
211	0.007090628885
212	0.007049231287
213	0.006974418357
214	0.006906916056
215	0.006824653447
216	0.006742402645
217	0.006699305617
218	0.006656312221
219	0.006616946592
220	0.006557406225
221	0.006497185037
222	0.006463008865
223	0.006462900642
224	0.006413568657
225	0.006386604073
226	0.006349749873
227	0.006300307042
228	0.006262491953
229	0.006241357638
230	0.006223791403
231	0.006185168905
232	0.006168124108
233	0.00611745147
234	0.006018489066
235	0.00595855057
236	0.005927314129
237	0.005878441927
238	0.005805365813
239	0.005742469877
240	0.005690044681
241	0.005636331304
242	0.005579622444
243	0.005525503723
244	0.00545986089
245	0.005416655967
246	0.005362802227
247	0.005332993346
248	0.005285411294
249	0.005217790276
250	0.005178738821
251	0.005128632221
252	0.005080765838
253	0.005056968253
254	0.005018150954
255	0.004986302561
256	0.004966005171
257	0.004950785079
258	0.004925706856
259	0.004903819571
260	0.004885921452
261	0.004861676545
262	0.004824912532
263	0.004778301208
264	0.004756599542
265	0.004727927986
266	0.00470970651
267	0.004663504793
268	0.004644922574
269	0.004619806308
270	0.004583449606
271	0.004539863607
272	0.004509717267
273	0.004495879151
274	0.004495863409
275	0.004475606029
276	0.00446066207
277	0.0044265
278	0.004426472453
279	0.004389606119
280	0.0043659243
281	0.004365874124
282	0.004350445457
283	0.004333494782
284	0.004311423846
285	0.004311337924
286	0.004294476122
287	0.004272028045
288	0.00425109837
289	0.004251091156
290	0.004206622319
291	0.004176896409
292	0.004154758899
293	0.004120135078
294	0.004120125239
295	0.00407674388
296	0.004076710429
297	0.004048433396
298	0.004017028389
299	0.003999577592
